grad_rate,name,carnegie_class,total_enroll,pct_admitted,n_bach,n_mast,n_doc,tuition_fees,percent_fin_aid,avg_salary,n_grad,good_grad_rate
25,Onondaga Community College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,7320,NA,NA,NA,NA,5754,85,64006,NA,0
21,Orange County Community College,Associate's Colleges: High Transfer-High Traditional,4976,NA,NA,NA,NA,6094,76,78151,NA,0
61,Pace University,Doctoral/Professional Universities,13609,83,1868,1576,36,48830,99,112356,1612,0
54,Paul Smiths College of Arts and Science,Baccalaureate Colleges: Diverse Fields,686,85,110,7,0,31115,100,51530,7,0
69,Plaza College,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,807,30,52,0,0,14030,97,61373,0,1
43,Davis College,Special Focus Four-Year: Faith-Related Institutions,146,50,14,0,0,17150,100,32000,0,0
76,Pratt Institute-Main,"Special Focus Four-Year: Arts, Music & Design Schools",5494,50,628,501,0,55590,87,104574,501,1
24,Rabbinical Academy Mesivta Rabbi Chaim Berlin,Special Focus Four-Year: Faith-Related Institutions,247,96,18,27,0,12450,100,63773,27,0
88,Rabbinical College Bobover Yeshiva Bnei Zion,Special Focus Four-Year: Faith-Related Institutions,502,NA,98,8,0,9000,89,34997,8,1
57,Rabbinical College Beth Shraga,Special Focus Two-Year: Other Fields,38,88,0,0,0,14750,71,56547,0,0
20,Rabbinical College of Long Island,Special Focus Four-Year: Faith-Related Institutions,148,100,17,0,0,9250,100,51428,0,0
36,Rabbinical Seminary of America,Special Focus Four-Year: Faith-Related Institutions,590,99,64,23,0,9900,81,26014,23,0
84,Rensselaer Polytechnic Institute,Doctoral Universities: Very High Research Activity,6968,65,1566,371,132,58526,90,116537,503,1
68,Roberts Wesleyan University,Master's Colleges & Universities: Larger Programs,1573,100,367,267,0,34390,99,61343,267,1
72,Rochester Institute of Technology,Doctoral Universities: High Research Activity,16615,67,2381,1170,45,52756,99,99372,1215,1
90,University of Rochester,Doctoral Universities: Very High Research Activity,12197,39,1922,1310,265,59344,73,120828,1575,1
30,Rockland Community College,Associate's Colleges: High Transfer-High Traditional,5472,NA,NA,NA,NA,5720,62,79062,NA,0
69,Russell Sage College,Doctoral/Professional Universities,2159,74,330,268,32,33894,100,58677,300,1
NA,St Bernard's School of Theology and Ministry,Special Focus Four-Year: Faith-Related Institutions,171,NA,0,22,0,NA,NA,47547,22,NA
73,St Bonaventure University,Master's Colleges & Universities: Medium Programs,2602,81,389,243,0,37640,99,62501,243,1
54,St. Francis College,Baccalaureate Colleges: Diverse Fields,2661,84,464,59,0,27298,98,59541,59,0
100,St. Joseph's College of Nursing,Special Focus Two-Year: Health Professions,239,22,NA,NA,NA,22454,100,69075,NA,1
83,St Lawrence University,Baccalaureate Colleges: Arts & Sciences Focus,2175,63,526,10,0,60220,98,89990,10,1
55,The College of Saint Rose,Master's Colleges & Universities: Larger Programs,2786,78,474,396,0,35400,99,74118,396,0
54,St. Thomas Aquinas College,Master's Colleges & Universities: Small Programs,2033,89,277,78,0,36200,100,82747,78,0
33,Samaritan Hospital School of Nursing,Special Focus Two-Year: Health Professions,127,100,NA,NA,NA,14292,100,67097,NA,0
72,Sarah Lawrence College,Baccalaureate Colleges: Arts & Sciences Focus,1696,50,318,99,0,59470,88,90225,99,1
27,Schenectady County Community College,Associate's Colleges: High Transfer-High Nontraditional,3657,NA,NA,NA,NA,5524,86,51301,NA,0
50,Sh'or Yoshuv Rabbinical College,Special Focus Four-Year: Faith-Related Institutions,226,100,98,1,0,10600,NA,47876,1,0
76,Siena College,Master's Colleges & Universities: Small Programs,3648,80,720,77,0,40960,99,82584,77,1
84,Skidmore College,Baccalaureate Colleges: Arts & Sciences Focus,2758,26,572,0,0,60302,65,90300,0,1
69,St. Joseph's University-New York,Master's Colleges & Universities: Larger Programs,4348,77,978,355,0,30576,99,84135,355,1
NA,Saint Vladimirs Orthodox Theological Seminary,Special Focus Four-Year: Faith-Related Institutions,95,NA,0,22,0,NA,NA,72055,22,NA
NA,Saint Elizabeth College of Nursing,Special Focus Two-Year: Health Professions,141,100,NA,NA,NA,18750,NA,75609,NA,NA
72,St. John Fisher University,Doctoral/Professional Universities,3621,73,631,206,40,36352,100,82432,246,1
48,St Paul's School of Nursing-Staten Island,Special Focus Two-Year: Health Professions,658,NA,NA,NA,NA,18075,96,54084,NA,0
69,St. John's University-New York,Doctoral/Professional Universities,19663,85,2217,1148,166,46050,100,113283,1314,1
24,Sullivan County Community College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,1698,NA,NA,NA,NA,6308,81,56049,NA,0
54,SUNY College of Technology at Alfred,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,3348,82,440,0,0,8857,99,54526,0,0
41,SUNY College of Technology at Canton,Baccalaureate Colleges: Diverse Fields,2836,95,520,0,0,8689,94,64858,0,0
44,SUNY College of Technology at Delhi,Baccalaureate Colleges: Diverse Fields,2612,83,443,31,0,8640,92,59345,31,0
43,SUNY College of Agriculture and Technology at Cobleskill,Baccalaureate Colleges: Diverse Fields,1783,84,348,0,0,8676,97,61354,0,0
54,Farmingdale State College,Baccalaureate Colleges: Diverse Fields,9314,73,1767,23,0,8576,75,77823,23,0
33,SUNY Morrisville,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,1803,87,187,0,0,8741,97,61894,0,0
66,SUNY at Albany,Doctoral Universities: Very High Research Activity,16658,68,2996,1252,160,10408,97,93230,1412,1
83,Binghamton University,Doctoral Universities: Very High Research Activity,18312,42,3613,1038,182,10390,80,92883,1220,1
74,University at Buffalo,Doctoral Universities: Very High Research Activity,32099,68,5162,2556,371,10782,86,100672,2927,1
78,Stony Brook University,Doctoral Universities: Very High Research Activity,25710,49,4618,2138,346,10455,88,119882,2484,1
71,SUNY College of Environmental Science and Forestry,Doctoral Universities: High Research Activity,1976,70,373,87,25,9206,95,82345,112,1
62,SUNY Polytechnic Institute,Master's Colleges & Universities: Larger Programs,2842,82,495,215,9,8548,93,90625,224,0
63,SUNY Brockport,Master's Colleges & Universities: Larger Programs,6424,68,1585,469,0,8678,91,71422,469,0
36,SUNY Buffalo State University,Master's Colleges & Universities: Larger Programs,6445,86,1406,566,0,8486,94,75078,566,0
69,SUNY Cortland,Master's Colleges & Universities: Medium Programs,6690,60,1429,222,0,8815,88,63642,222,1
60,SUNY at Fredonia,Master's Colleges & Universities: Small Programs,3491,85,868,89,0,8760,98,68440,89,0
74,SUNY College at Geneseo,Master's Colleges & Universities: Small Programs,4184,75,1126,45,0,8927,93,73319,45,1
73,State University of New York at New Paltz,Master's Colleges & Universities: Larger Programs,6964,58,1681,357,0,8523,99,69828,357,1
75,SUNY Oneonta,Master's Colleges & Universities: Medium Programs,5430,73,1390,173,0,8786,89,65591,173,1
64,State University of New York at Oswego,Master's Colleges & Universities: Larger Programs,6906,83,1586,341,0,8769,99,67863,341,0
50,SUNY College at Potsdam,Master's Colleges & Universities: Medium Programs,2427,83,584,119,0,8712,96,61800,119,0
67,SUNY at Purchase College,Baccalaureate Colleges: Arts & Sciences Focus,3182,75,913,46,0,8953,83,69132,46,1
NA,SUNY College of Optometry,Special Focus Four-Year: Other Health Professions Schools,409,NA,0,4,1,NA,NA,104134,5,NA
48,SUNY College at Old Westbury,Master's Colleges & Universities: Medium Programs,4270,92,1002,177,0,8379,87,86228,177,0
65,SUNY College at Plattsburgh,Master's Colleges & Universities: Medium Programs,4474,70,1077,166,0,8911,99,67208,166,0
NA,SUNY Downstate Health Sciences University,Special Focus Four-Year: Medical Schools & Centers,2185,NA,154,312,4,NA,NA,105479,316,NA
25,Empire State University,Master's Colleges & Universities: Larger Programs,9407,NA,2031,363,0,7630,84,70361,363,0
73,SUNY Maritime College,Master's Colleges & Universities: Small Programs,1427,80,445,69,0,8522,84,74056,69,1
NA,Upstate Medical University,Special Focus Four-Year: Medical Schools & Centers,1431,NA,99,157,17,NA,NA,58673,174,NA
32,Swedish Institute a College of Health Sciences,Special Focus Two-Year: Health Professions,1053,NA,NA,NA,NA,27337,98,48022,NA,0
83,Syracuse University,Doctoral Universities: Very High Research Activity,22698,52,3409,2383,159,57591,79,113934,2542,1
16,Talmudical Seminary Oholei Torah,Special Focus Four-Year: Faith-Related Institutions,348,78,47,0,0,11000,100,52202,0,0
NA,Teachers College at Columbia University,Doctoral Universities: High Research Activity,4514,NA,0,1762,157,NA,NA,133981,1919,NA
23,Tompkins Cortland Community College,Associate's Colleges: High Transfer-High Nontraditional,4442,NA,NA,NA,NA,6625,90,70341,NA,0
0,Torah Temimah Talmudical Seminary,Special Focus Four-Year: Faith-Related Institutions,67,64,7,0,0,11850,100,66544,0,0
68,Touro University,Doctoral/Professional Universities,11111,71,1351,1615,0,20750,89,81626,1615,1
23,Trocaire College,Special Focus Four-Year: Other Health Professions Schools,1022,68,26,0,0,18700,100,65969,0,0
NA,Excelsior University,Master's Colleges & Universities: Larger Programs,15833,NA,2668,542,0,NA,NA,NA,542,NA
29,Ulster County Community College,Associate's Colleges: High Transfer-High Nontraditional,2912,NA,NA,NA,NA,5740,96,56700,NA,0
85,Union College,Baccalaureate Colleges: Arts & Sciences Focus,2107,47,488,0,0,61659,94,107371,0,1
NA,Union Theological Seminary in the City of New York,Special Focus Four-Year: Faith-Related Institutions,229,NA,0,64,4,NA,NA,103329,68,NA
59,United Talmudical Seminary,Special Focus Four-Year: Faith-Related Institutions,2104,NA,336,0,0,17484,97,37112,0,0
77,United States Merchant Marine Academy,Baccalaureate Colleges: Diverse Fields,943,27,246,5,0,780,28,98130,5,1
88,United States Military Academy,Baccalaureate Colleges: Arts & Sciences Focus,4393,12,1061,0,0,NA,NA,100578,0,1
58,Utica University,Master's Colleges & Universities: Larger Programs,3861,81,801,452,0,24214,98,75024,452,0
92,Vassar College,Baccalaureate Colleges: Arts & Sciences Focus,2459,19,650,0,0,62870,64,112998,0,1
30,Villa Maria College,Baccalaureate Colleges: Diverse Fields,465,78,62,0,0,25900,98,38062,0,0
74,School of Visual Arts,Master's Colleges & Universities: Larger Programs,4127,87,831,269,0,45000,72,48217,269,1
62,Wagner College,Master's Colleges & Universities: Medium Programs,1949,69,381,149,0,50330,100,65141,149,0
89,Webb Institute,Special Focus Four-Year: Engineering and Other Technology-Related Schools,102,21,24,0,0,56455,100,97379,0,1
51,Wells College,Baccalaureate Colleges: Arts & Sciences Focus,357,88,59,0,0,32450,100,73907,0,0
42,The College of Westchester,Baccalaureate Colleges: Diverse Fields,828,95,99,0,0,22410,100,56453,0,0
23,SUNY Westchester Community College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,8807,NA,NA,NA,NA,5374,69,94536,NA,0
40,Yeshiva Karlin Stolin,Special Focus Four-Year: Faith-Related Institutions,154,NA,19,0,0,11800,100,39987,0,0
0,Yeshiva Derech Chaim,Special Focus Four-Year: Faith-Related Institutions,137,64,6,0,0,12100,86,57975,0,0
17,Yeshiva of Nitra Rabbinical College,Special Focus Four-Year: Faith-Related Institutions,242,NA,17,0,0,13000,69,24045,0,0
56,Yeshivath Shaar Hatorah,Special Focus Four-Year: Faith-Related Institutions,85,76,5,0,0,17860,62,75000,0,0
85,Yeshiva University,Doctoral/Professional Universities,6056,63,570,672,71,47500,86,117638,743,1
74,Yeshivath Viznitz,Special Focus Four-Year: Faith-Related Institutions,991,89,101,0,0,8640,97,27107,0,1
88,Yeshivath Zichron Moshe,Special Focus Four-Year: Faith-Related Institutions,206,59,9,0,0,13450,100,44559,0,1
42,College of the Albemarle,Associate's Colleges: High Transfer-High Nontraditional,2314,NA,NA,NA,NA,2228,73,55253,NA,0
32,South Piedmont Community College,Associate's Colleges: High Transfer-High Nontraditional,3338,NA,NA,NA,NA,2015,71,52118,NA,0
75,Appalachian State University,Master's Colleges & Universities: Larger Programs,20436,83,4218,734,12,7410,70,80059,746,1
31,Asheville-Buncombe Technical Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,6473,NA,NA,NA,NA,2632,99,50533,NA,0
48,Barton College,Baccalaureate Colleges: Diverse Fields,1265,95,224,41,0,33430,100,58042,41,0
45,Beaufort County Community College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,1741,NA,NA,NA,NA,2518,100,48047,NA,0
47,Belmont Abbey College,Baccalaureate Colleges: Diverse Fields,1501,97,286,0,0,18500,100,55713,0,0
19,Bennett College,Baccalaureate Colleges: Arts & Sciences Focus,168,45,55,0,0,18550,100,52018,0,0
47,Bladen Community College,Associate's Colleges: High Career & Technical-High Nontraditional,978,NA,NA,NA,NA,2558,90,54719,NA,0
50,Blue Ridge Community College,Associate's Colleges: High Transfer-High Nontraditional,2794,NA,NA,NA,NA,2651,66,52998,NA,0
36,Brevard College,Baccalaureate Colleges: Diverse Fields,759,40,145,0,0,30250,100,48956,0,0
40,Brunswick Community College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,1678,NA,NA,NA,NA,2532,97,51445,NA,0
47,Cabarrus College of Health Sciences,Special Focus Four-Year: Other Health Professions Schools,528,45,60,69,0,14370,100,74501,69,0
40,Caldwell Community College and Technical Institute,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,3703,NA,NA,NA,NA,2537,97,53902,NA,0
56,Campbell University,Doctoral/Professional Universities,5272,89,870,280,0,38160,98,81902,280,0
30,Cape Fear Community College,Associate's Colleges: High Transfer-High Traditional,14170,NA,NA,NA,NA,2748,98,54245,NA,0
35,Carteret Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,1554,NA,NA,NA,NA,2610,99,50608,NA,0
56,Catawba College,Baccalaureate Colleges: Diverse Fields,1172,67,263,24,0,32380,100,71407,24,0
31,Catawba Valley Community College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,4172,NA,NA,NA,NA,2367,91,57778,NA,0
33,Central Carolina Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,5231,NA,NA,NA,NA,2554,85,52181,NA,0
23,Central Piedmont Community College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,17694,NA,NA,NA,NA,2792,73,55553,NA,0
25,Chowan University,Baccalaureate Colleges: Diverse Fields,886,87,190,7,0,25880,100,64895,7,0
34,Cleveland Community College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,1946,NA,NA,NA,NA,2602,100,53722,NA,0
38,Coastal Carolina Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,3611,NA,NA,NA,NA,2462,99,53808,NA,0
39,Craven Community College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,2701,NA,NA,NA,NA,2114,94,53010,NA,0
36,Davidson-Davie Community College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,3921,NA,NA,NA,NA,1978,97,38804,NA,0
92,Davidson College,Baccalaureate Colleges: Arts & Sciences Focus,1927,17,466,0,0,55200,71,107940,0,1
97,Duke University,Doctoral Universities: Very High Research Activity,18023,6,1850,3087,416,60244,57,162699,3503,1
24,Durham Technical Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,4294,NA,NA,NA,NA,1958,85,54774,NA,0
65,East Carolina University,Doctoral Universities: High Research Activity,27151,92,4655,1344,68,7297,80,81207,1412,0
28,Edgecombe Community College,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,1313,NA,NA,NA,NA,2640,96,51005,NA,0
42,Elizabeth City State University,Baccalaureate Colleges: Diverse Fields,2149,74,305,32,0,3326,97,73593,32,0
83,Elon University,Doctoral/Professional Universities,7123,74,1517,126,0,38725,73,85721,126,1
16,Fayetteville Technical Community College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,10233,NA,NA,NA,NA,2544,87,63009,NA,0
44,Fayetteville State University,Master's Colleges & Universities: Medium Programs,6787,81,1078,348,26,5379,91,77590,374,0
29,Forsyth Technical Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,8270,NA,NA,NA,NA,2152,98,53790,NA,0
52,Gardner-Webb University,Doctoral/Professional Universities,3144,75,501,334,132,32200,100,63872,466,0
43,Gaston College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,5558,NA,NA,NA,NA,2862,100,54565,NA,0
40,Greensboro College,Master's Colleges & Universities: Small Programs,826,84,137,66,0,18960,100,53906,66,0
49,Guilford College,Baccalaureate Colleges: Arts & Sciences Focus,1167,84,234,2,0,41340,99,62082,2,0
28,Guilford Technical Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,10067,NA,NA,NA,NA,2289,100,60128,NA,0
28,Halifax Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,995,NA,NA,NA,NA,2608,95,43938,NA,0
